Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4847,The Urbz: Sims In The City,Gc,2004.0,Simulation,Electronic Arts,0.24,0.14,0.0,0.02,0.4
4848,Road Rash: Jailbreak,Ps,1999.0,Racing,Electronic Arts,0.22,0.15,0.0,0.03,0.4
4849,Mother 3,Gba,2006.0,Role-Playing,Nintendo,0.0,0.0,0.39,0.01,0.4
4850,Nicktoons: Freeze Frame Frenzy,Gba,2004.0,Action,Thq,0.29,0.11,0.0,0.01,0.4
4851,Diner Dash: Sizzle & Serve,Ds,2007.0,Puzzle,Eidos Interactive,0.34,0.03,0.0,0.03,0.4
4852,Rapala Pro Bass Fishing 2010,X360,2010.0,Sports,Activision,0.32,0.05,0.0,0.03,0.4
4853,Legends Of Wrestlemania,X360,2009.0,Fighting,Thq,0.2,0.16,0.0,0.04,0.4
4854,Wii Sports Club,Wiiu,2014.0,Sports,Nintendo,0.19,0.14,0.04,0.03,0.4
4855,Tomb Raider: Anniversary,X360,2007.0,Action,Eidos Interactive,0.12,0.23,0.0,0.05,0.4
4856,You Don'T Know Jack,Ps,1999.0,Misc,Vivendi Games,0.22,0.15,0.0,0.03,0.4
4857,Mystery Dungeon: Shiren The Wanderer,Snes,1995.0,Role-Playing,Other Publishers,0.0,0.0,0.4,0.0,0.4
4858,Sonic Lost World,Wiiu,2013.0,Platform,Sega,0.24,0.12,0.01,0.03,0.4
4859,Condemned 2: Bloodshot,Ps3,2008.0,Action,Sega,0.17,0.16,0.0,0.07,0.4
4861,Star Wars: Clone Wars,Gc,2002.0,Shooter,Activision,0.31,0.08,0.0,0.01,0.4
4862,Nba Live 2002,Xb,2001.0,Sports,Electronic Arts,0.35,0.03,0.0,0.02,0.4
4863,Boku No Natsuyasumi,Ps,2000.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.37,0.03,0.4
4864,Armored Core V,Ps3,2012.0,Simulation,Namco Bandai Games,0.09,0.04,0.24,0.02,0.4
4865,I-Ninja,Ps2,2003.0,Platform,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.4
4866,Command & Conquer,Ps,1996.0,Strategy,Virgin Interactive,0.22,0.15,0.0,0.03,0.4
4868,Nba Jam,Ps3,2010.0,Sports,Electronic Arts,0.22,0.12,0.0,0.06,0.4
4869,Mass Effect 2,Pc,2010.0,Role-Playing,Electronic Arts,0.01,0.32,0.0,0.07,0.4
4870,Sd Gundam G Generation Seed,Ps2,2004.0,Strategy,Namco Bandai Games,0.0,0.0,0.4,0.0,0.4
4871,Call Of Duty: Finest Hour,Gc,2004.0,Shooter,Activision,0.31,0.08,0.0,0.01,0.4
4872,Scooby-Doo! And The Spooky Swamp,Ds,2010.0,Action,Warner Bros. Interactive Entertainment,0.26,0.1,0.0,0.03,0.4
4873,Naruto: Path Of The Ninja,Ds,2007.0,Role-Playing,D3Publisher,0.37,0.0,0.0,0.03,0.4
4874,Rise Of The Tomb Raider,X360,2015.0,Adventure,Square Enix,0.17,0.19,0.0,0.03,0.4
4875,Hitman: Blood Money,X360,2006.0,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.4
4876,Tales Of Phantasia,Snes,1995.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.4,0.0,0.4
4877,Alpha Protocol,X360,2010.0,Role-Playing,Sega,0.23,0.13,0.0,0.04,0.4
4878,Suzuki Tt Superbikes,Ps2,2005.0,Racing,Other Publishers,0.33,0.01,0.0,0.05,0.4
4879,Rumble Roses,Ps2,2004.0,Fighting,Konami Digital Entertainment,0.19,0.15,0.0,0.05,0.39
4880,Just Dance 2014,Ps3,2013.0,Misc,Ubisoft,0.17,0.15,0.0,0.07,0.39
4881,Fantastic Four: Rise Of The Silver Surfer,Ps2,2007.0,Action,Take-Two Interactive,0.19,0.15,0.0,0.05,0.39
4882,Ultimate Spider-Man,Xb,2005.0,Action,Activision,0.26,0.11,0.0,0.02,0.39
4883,Grid 2,Ps3,2013.0,Racing,Codemasters,0.07,0.23,0.01,0.09,0.39
4884,Lego The Lord Of The Rings,3Ds,2012.0,Action,Warner Bros. Interactive Entertainment,0.19,0.17,0.0,0.03,0.39
4885,Juiced 2: Hot Import Nights,Ps2,2007.0,Racing,Thq,0.19,0.15,0.01,0.05,0.39
4886,Skylanders: Superchargers,Ps3,2015.0,Action,Activision,0.15,0.18,0.0,0.06,0.39
4887,Nhl 99,N64,1998.0,Sports,Electronic Arts,0.38,0.01,0.0,0.0,0.39
4888,Nba 2K10,Wii,2009.0,Sports,Take-Two Interactive,0.36,0.0,0.0,0.03,0.39
4889,Dungeon Siege Iii,Ps3,2011.0,Role-Playing,Square Enix,0.17,0.14,0.03,0.06,0.39
4890,Viking: Battle For Asgard,Ps3,2008.0,Action,Sega,0.14,0.18,0.0,0.07,0.39
4891,Brunswick Pro Bowling,Wii,2007.0,Sports,505 Games,0.36,0.01,0.0,0.03,0.39
4892,Monster Jam: Urban Assault,Ds,2008.0,Racing,Activision,0.37,0.0,0.0,0.03,0.39
4893,Danball Senki,Psp,2011.0,Role-Playing,Other Publishers,0.0,0.0,0.39,0.0,0.39
4894,Nascar Heat,Ps,2000.0,Racing,Other Publishers,0.22,0.15,0.0,0.03,0.39
4895,Bloody Roar,Ps,1997.0,Fighting,Virgin Interactive,0.22,0.15,0.0,0.03,0.39
4896,Bump 'N' Jump,2600,1982.0,Racing,Other Publishers,0.37,0.02,0.0,0.0,0.39
4897,Mobile Suit Gundam: Lost War Chronicles,Ps2,2002.0,Shooter,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39
4898,Disney'S Brother Bear,Gba,2003.0,Action,Thq,0.28,0.1,0.0,0.01,0.39
4899,Naruto: Clash Of Ninja Revolution 2,Wii,2008.0,Fighting,Other Publishers,0.34,0.02,0.0,0.03,0.39
4900,Nba Live 09,Ps2,2008.0,Sports,Electronic Arts,0.32,0.01,0.01,0.05,0.39
4901,Lego Star Wars Iii: The Clone Wars,Psp,2011.0,Action,Lucasarts,0.14,0.17,0.0,0.09,0.39
4902,The House Of The Dead Iii,Xb,2002.0,Shooter,Sega,0.29,0.08,0.0,0.01,0.39
4903,Rune Factory: Frontier,Wii,2008.0,Role-Playing,Rising Star Games,0.18,0.14,0.04,0.04,0.39
4904,Fire Emblem: Fuuin No Tsurugi,Gba,2002.0,Role-Playing,Nintendo,0.0,0.0,0.39,0.0,0.39
4905,Spongebob'S Truth Or Square (Us Sales),Psp,2009.0,Action,Thq,0.39,0.0,0.0,0.0,0.39
4906,Fifa 12,3Ds,2011.0,Sports,Electronic Arts,0.08,0.26,0.0,0.05,0.39
4907,Ener-G: Gym Rockets,Ds,2008.0,Sports,Ubisoft,0.36,0.0,0.0,0.03,0.39
4908,The Darkness Ii,X360,2012.0,Shooter,Take-Two Interactive,0.24,0.12,0.0,0.03,0.39
4909,Nba Live 09,Psp,2008.0,Sports,Electronic Arts,0.23,0.07,0.03,0.06,0.39
4910,Laser Blast,2600,1981.0,Action,Activision,0.37,0.02,0.0,0.0,0.39
4911,Dancing With The Stars: We Dance!,Ds,2008.0,Misc,Activision,0.36,0.0,0.0,0.03,0.39
4912,Locoroco,Psp,2006.0,Platform,Sony Computer Entertainment,0.14,0.05,0.16,0.04,0.39
4913,Thrasher Presents: Skate And Destroy,Ps,1998.0,Sports,Take-Two Interactive,0.22,0.15,0.0,0.03,0.39
4914,Are You Smarter Than A 5Th Grader? Make The Grade,Ds,2008.0,Misc,Thq,0.36,0.0,0.0,0.03,0.39
4915,Donkey Konga 2,Gc,2004.0,Misc,Nintendo,0.3,0.08,0.0,0.01,0.39
4916,Just Dance 2014,Ps4,2013.0,Misc,Ubisoft,0.18,0.16,0.0,0.05,0.39
4917,Metal Gear Solid: The Legacy Collection,Ps3,2013.0,Adventure,Konami Digital Entertainment,0.31,0.01,0.03,0.05,0.39
4918,Tear Ring Saga Yutona Eiyuu Senki,Ps,2001.0,Role-Playing,Other Publishers,0.0,0.0,0.37,0.03,0.39
4919,Project X Zone,3Ds,2012.0,Role-Playing,Namco Bandai Games,0.18,0.04,0.15,0.02,0.39
4920,Red Faction: Armageddon,X360,2011.0,Shooter,Thq,0.18,0.17,0.01,0.04,0.39
4921,Wipeout 2048,Psv,2012.0,Racing,Sony Computer Entertainment,0.14,0.19,0.0,0.06,0.39
4922,Need For Speed: Nitro,Ds,2009.0,Racing,Electronic Arts,0.22,0.13,0.0,0.04,0.39
4923,Mystery Case Files: The Malgrave Incident,Wii,2011.0,Adventure,Nintendo,0.19,0.17,0.0,0.03,0.39
4924,Yoshi Touch & Go,Ds,2005.0,Platform,Nintendo,0.34,0.02,0.0,0.03,0.39
4925,Ea Sports Active 2,X360,2010.0,Sports,Electronic Arts,0.18,0.17,0.0,0.04,0.39
4926,Combat Of Giants: Dinosaurs 3D,3Ds,2011.0,Strategy,Ubisoft,0.25,0.06,0.05,0.03,0.39
4927,Taiko No Tatsujin Wii: Ketteiban,Wii,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39
4928,Age Of Empires Iii,Pc,2005.0,Strategy,Microsoft Game Studios,0.0,0.32,0.0,0.07,0.39
4929,Ssx 3,Xb,2003.0,Sports,Electronic Arts,0.29,0.08,0.0,0.01,0.39
4930,Mlb 15: The Show,Ps3,2015.0,Sports,Sony Computer Entertainment,0.3,0.01,0.0,0.07,0.39
4931,Madden Nfl 2005,Gba,2004.0,Sports,Electronic Arts,0.28,0.1,0.0,0.01,0.39
4932,All-Star Baseball 2000,N64,1999.0,Sports,Acclaim Entertainment,0.36,0.03,0.0,0.0,0.39
4933,Custom Robo V2,N64,2000.0,Fighting,Nintendo,0.0,0.0,0.34,0.05,0.39
4934,Extreme-G: Xg2,N64,1998.0,Racing,Acclaim Entertainment,0.31,0.07,0.0,0.0,0.39
4935,Battletanx: Global Assault,N64,1999.0,Action,Other Publishers,0.31,0.07,0.0,0.0,0.39
4937,Chibi-Robo! Plug Into Adventure!,Gc,2005.0,Adventure,Nintendo,0.23,0.06,0.09,0.01,0.39
4938,Dawn Of Discovery,Pc,2009.0,Simulation,Ubisoft,0.0,0.32,0.0,0.07,0.39
4939,Jampack Winter 2003 (Rp-T),Ps2,2003.0,Misc,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.39
4940,Dancing With The Stars: We Dance!,Wii,2008.0,Misc,Activision,0.36,0.0,0.0,0.03,0.39
4941,Kengo: Master Of Bushido,Ps2,2000.0,Fighting,Ubisoft,0.16,0.13,0.06,0.04,0.39
4942,Blood Omen 2,Ps2,2002.0,Action,Eidos Interactive,0.19,0.15,0.0,0.05,0.39
4943,Sesame Street: Elmo'S A-To-Zoo Adventure,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.37,0.0,0.0,0.02,0.39
4944,Skylanders Giants,Wiiu,2012.0,Action,Activision,0.23,0.12,0.0,0.04,0.39
4945,Just Dance 4,Wiiu,2012.0,Misc,Ubisoft,0.22,0.14,0.0,0.03,0.39
4946,Super Fire Prowrestling,Snes,1991.0,Fighting,Other Publishers,0.0,0.0,0.39,0.0,0.39
4947,Cabela'S Dangerous Hunts 2,Ps2,2005.0,Sports,Activision,0.19,0.15,0.0,0.05,0.39
4948,Marvel: Ultimate Alliance,Ps3,2006.0,Role-Playing,Activision,0.33,0.02,0.0,0.04,0.39
4949,Spongebob Vs The Big One: Beach Party Cook Off,Ds,2009.0,Adventure,Thq,0.24,0.11,0.0,0.04,0.39
4950,Motogp 08,Ps3,2008.0,Racing,Capcom,0.07,0.24,0.0,0.08,0.39
4951,Imagine: Party Babyz,Wii,2008.0,Simulation,Ubisoft,0.34,0.02,0.0,0.03,0.39
4952,Chessmaster,Ps2,2003.0,Misc,Ubisoft,0.19,0.15,0.0,0.05,0.39
4953,Tiger Woods Pga Tour 14,Ps3,2013.0,Sports,Electronic Arts,0.16,0.15,0.0,0.07,0.39
4954,Fatal Fury,Snes,1992.0,Fighting,Other Publishers,0.0,0.0,0.39,0.0,0.39
4955,Farming Simulator 2013,X360,2013.0,Simulation,Focus Home Interactive,0.22,0.13,0.0,0.03,0.39
4956,From Tv Animation One Piece: Yume No Lufy Kaizokudan Tanjou!,Others,2001.0,Role-Playing,Banpresto,0.0,0.0,0.39,0.0,0.39
4957,The Dog Island,Wii,2007.0,Adventure,Ubisoft,0.35,0.01,0.0,0.03,0.39
4958,Madden Nfl Football,3Ds,2011.0,Sports,Electronic Arts,0.36,0.01,0.0,0.03,0.39
4959,The Sims 2,Gba,2005.0,Simulation,Electronic Arts,0.28,0.1,0.0,0.01,0.39
4960,Ice Age 2: The Meltdown,Ps2,2006.0,Platform,Vivendi Games,0.19,0.15,0.0,0.05,0.39
4961,Mlb 14: The Show,Ps3,2014.0,Sports,Other Publishers,0.35,0.0,0.0,0.04,0.39
4962,Super Famista 3,Snes,1994.0,Sports,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39
4963,Auto Modellista,Ps2,2002.0,Racing,Capcom,0.19,0.15,0.0,0.05,0.39
4964,Tom Clancy'S Ghost Recon 2: Summit Strike,Xb,2005.0,Shooter,Ubisoft,0.29,0.08,0.0,0.01,0.39
4965,Junior Classic Games,Ds,2009.0,Misc,Other Publishers,0.26,0.09,0.0,0.03,0.39
4966,Hooked! Again: Real Motion Fishing,Wii,2009.0,Sports,505 Games,0.36,0.0,0.0,0.03,0.39
4967,Tiger Woods Pga Tour 08,Ps2,2007.0,Sports,Electronic Arts,0.19,0.15,0.0,0.05,0.39
4968,Karaoke Revolution Presents American Idol Encore,Ps2,2008.0,Misc,Konami Digital Entertainment,0.19,0.15,0.0,0.05,0.39
4969,Airlock,2600,1981.0,Action,Other Publishers,0.36,0.02,0.0,0.0,0.39
4970,Tokimeki Memorial 2,Ps,1999.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.36,0.03,0.39
4971,Samurai Warriors Chronicles,3Ds,2011.0,Action,Tecmo Koei,0.12,0.05,0.2,0.01,0.39
4972,Tomb Raider: Legend,X360,2006.0,Action,Eidos Interactive,0.27,0.08,0.01,0.03,0.39
4973,Ice Age: Dawn Of The Dinosaurs,Ds,2009.0,Action,Activision,0.2,0.15,0.0,0.04,0.39
4974,Dance Party: Pop Hits,Wii,2009.0,Misc,Other Publishers,0.0,0.36,0.0,0.02,0.39
4975,Harry Potter: Quidditch World Cup,Gba,2003.0,Sports,Electronic Arts,0.28,0.1,0.0,0.01,0.39
4976,Jam Sessions: Sing And Play Guitar (Us Sales),Ds,2007.0,Misc,Ubisoft,0.38,0.0,0.0,0.0,0.38
4977,Saints Row Iv,Ps4,2015.0,Action,Deep Silver,0.13,0.17,0.03,0.06,0.38
4978,Evil Dead: Fistfull Of Boomstick,Ps2,2003.0,Action,Thq,0.19,0.15,0.0,0.05,0.38
4979,One Piece: Unlimited World Red,3Ds,2013.0,Action,Namco Bandai Games,0.05,0.04,0.28,0.01,0.38
4980,Phantasy Star Ø,Ds,2008.0,Role-Playing,Sega,0.16,0.0,0.2,0.01,0.38
4981,Triple Play 97,Ps,1996.0,Sports,Other Publishers,0.21,0.15,0.0,0.03,0.38
4982,Virtua Tennis 2009,Ps3,2009.0,Sports,Sega,0.09,0.23,0.0,0.07,0.38
4983,Super Soccer,Snes,1991.0,Sports,Nintendo,0.0,0.0,0.38,0.0,0.38
4984,Shin Megami Tensei: Nocturne,Ps2,2003.0,Role-Playing,Other Publishers,0.07,0.05,0.25,0.02,0.38
4985,Wario Land Ii (Gbc),Others,1998.0,Platform,Nintendo,0.0,0.0,0.38,0.0,0.38
4986,San Francisco Rush: Extreme Racing,Ps,1997.0,Racing,Other Publishers,0.21,0.15,0.0,0.03,0.38
4987,Dragon'S Crown,Psv,2013.0,Role-Playing,Nippon Ichi Software,0.16,0.05,0.12,0.05,0.38
4988,Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,Ps,1998.0,Racing,Other Publishers,0.0,0.0,0.36,0.03,0.38
4989,Imagine: Salon Stylist,Ds,2009.0,Simulation,Ubisoft,0.24,0.11,0.0,0.04,0.38
4990,Espn College Hoops 2K5,Xb,2004.0,Sports,Sega,0.29,0.08,0.0,0.01,0.38
4991,Looney Tunes: Acme Arsenal,Ps2,2007.0,Action,Warner Bros. Interactive Entertainment,0.19,0.15,0.0,0.05,0.38
4992,Cabela'S Dangerous Hunts 2009,Wii,2008.0,Sports,Other Publishers,0.36,0.0,0.0,0.03,0.38
4993,Fragile Dreams: Farewell Ruins Of The Moon,Wii,2009.0,Role-Playing,Rising Star Games,0.17,0.12,0.06,0.03,0.38
4994,Sd Gundam G Generation Spirits,Ps2,2007.0,Strategy,Namco Bandai Games,0.0,0.0,0.38,0.0,0.38
4995,Batman: Arkham City,Wiiu,2012.0,Action,Warner Bros. Interactive Entertainment,0.17,0.18,0.0,0.03,0.38
4996,Disney Sing It,Ps3,2008.0,Misc,Disney Interactive Studios,0.27,0.07,0.0,0.04,0.38
4997,Peppa Pig: The Game,Wii,2009.0,Misc,Other Publishers,0.0,0.35,0.0,0.03,0.38
4998,God Eater 2: Rage Burst,Psv,2015.0,Role-Playing,Namco Bandai Games,0.0,0.01,0.37,0.0,0.38
4999,Get Fit With Mel B,Ps3,2010.0,Sports,Other Publishers,0.15,0.17,0.0,0.07,0.38
5000,The Cat In The Hat,Gba,2005.0,Platform,Other Publishers,0.27,0.1,0.0,0.01,0.38
5001,Naruto Shippuden: Ultimate Ninja Heroes 3,Psp,2009.0,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.03,0.38
5002,Nfl Gameday 2002,Ps2,2001.0,Sports,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.38
5003,Turok: Evolution,Gc,2002.0,Shooter,Acclaim Entertainment,0.3,0.08,0.0,0.01,0.38
5004,Destiny: The Taken King,X360,2015.0,Shooter,Activision,0.22,0.12,0.0,0.03,0.38
5005,Tamagotchi Connection: Corner Shop 3,Ds,2007.0,Simulation,Atari,0.07,0.0,0.31,0.01,0.38
5006,Mobile Suit Gundam: Giren No Yabou Zeon Dokuritsu Sensouden,Ps2,2002.0,Strategy,Namco Bandai Games,0.0,0.0,0.38,0.0,0.38
5007,Ice Age,Gba,2002.0,Action,Ubisoft,0.27,0.1,0.0,0.01,0.38
5008,Sega Superstars Tennis,Ps2,2008.0,Sports,Sega,0.1,0.0,0.0,0.28,0.38
5009,Headhunter,Ps2,2002.0,Action,Sega,0.19,0.15,0.0,0.05,0.38
5010,Skate,Ps3,2007.0,Sports,Electronic Arts,0.29,0.05,0.0,0.04,0.38
5011,Shin Megami Tensei: Devil Summoner,Sat,1995.0,Role-Playing,Atlus,0.0,0.0,0.38,0.0,0.38
5012,Raving Rabbids: Travel In Time 3D,3Ds,2011.0,Platform,Ubisoft,0.11,0.23,0.0,0.04,0.38
5013,Ncaa Football 08,Ps3,2007.0,Sports,Electronic Arts,0.35,0.0,0.0,0.03,0.38
5014,Marvel Nemesis: Rise Of The Imperfects,Gc,2005.0,Fighting,Electronic Arts,0.3,0.08,0.0,0.01,0.38
5015,Nhl 15,Ps3,2014.0,Sports,Electronic Arts,0.21,0.11,0.0,0.06,0.38
5016,Espn Extreme Games,Ps,1994.0,Sports,Sony Computer Entertainment,0.11,0.08,0.17,0.03,0.38
5017,Forza Horizon 3,Xone,2016.0,Racing,Microsoft Game Studios,0.15,0.2,0.0,0.03,0.38
5018,Overlord: Dark Legend,Wii,2009.0,Action,Codemasters,0.12,0.22,0.0,0.04,0.38
5019,Ninja: Shadow Of Darkness,Ps,1998.0,Action,Eidos Interactive,0.21,0.14,0.0,0.02,0.38
5020,Sd Gundam G Generation-F,Ps,2000.0,Strategy,Namco Bandai Games,0.0,0.0,0.36,0.02,0.38
5021,Bratz: Rock Angelz,Ps2,2005.0,Misc,Thq,0.19,0.15,0.0,0.05,0.38
5022,Flatout,Ps2,2004.0,Racing,Empire Interactive,0.19,0.15,0.0,0.05,0.38
5023,Phoenix Wright: Ace Attorney - Dual Destinies,3Ds,2013.0,Adventure,Capcom,0.0,0.0,0.38,0.0,0.38
5024,Ssx 3,Gc,2003.0,Sports,Electronic Arts,0.29,0.08,0.0,0.01,0.38
5025,Ncaa Football 11,Ps2,2010.0,Sports,Electronic Arts,0.19,0.15,0.0,0.05,0.38
5026,Tales Of Zestiria,Ps4,2015.0,Role-Playing,Namco Bandai Games,0.16,0.15,0.02,0.06,0.38
5027,Lilo & Stitch 2: Hämsterviel Havoc,Gba,2004.0,Action,Disney Interactive Studios,0.27,0.1,0.0,0.01,0.38
5028,Metal Gear Solid: Snake Eater 3D,3Ds,2012.0,Action,Konami Digital Entertainment,0.15,0.11,0.1,0.02,0.38
5029,Risk: Global Domination,Ps2,2003.0,Strategy,Atari,0.19,0.15,0.0,0.05,0.38
5030,Elite Beat Agents,Ds,2006.0,Misc,Nintendo,0.31,0.03,0.0,0.03,0.38
5031,Nba 2K7,Ps3,2006.0,Sports,Take-Two Interactive,0.3,0.04,0.0,0.04,0.38
5032,Mobile Suit Gundam Version 2.0,Ps,1996.0,Action,Namco Bandai Games,0.0,0.0,0.36,0.02,0.38
5033,Grandia Xtreme,Ps2,2002.0,Role-Playing,Other Publishers,0.07,0.05,0.25,0.02,0.38
5034,Silent Scope,Ps2,2000.0,Shooter,Konami Digital Entertainment,0.19,0.15,0.0,0.05,0.38
5035,Final Fantasy Adventure,Others,1991.0,Role-Playing,Squaresoft,0.0,0.0,0.38,0.0,0.38
5036,Virtua Tennis 2009,Wii,2009.0,Sports,Sega,0.13,0.21,0.0,0.04,0.38
5037,Dora The Explorer: Dora Saves The Snow Princess,Ps2,2008.0,Platform,Take-Two Interactive,0.19,0.15,0.0,0.05,0.38
5038,The Incredible Hulk,Ps2,2008.0,Action,Sega,0.32,0.01,0.0,0.05,0.38
5039,Mercenaries 2: World In Flames,Ps2,2008.0,Shooter,Electronic Arts,0.21,0.0,0.0,0.17,0.38
5040,Cabela'S Big Game Hunter 2012,Wii,2011.0,Sports,Activision,0.34,0.02,0.0,0.02,0.38
5041,Ea Sports Mma,Ps3,2010.0,Fighting,Electronic Arts,0.16,0.15,0.01,0.06,0.38
5042,Iron Man 2,Psp,2010.0,Action,Sega,0.18,0.12,0.0,0.07,0.38
5043,Dirt 2,Wii,2009.0,Racing,Codemasters,0.11,0.23,0.0,0.04,0.38
5044,Tokimeki Memorial: Forever With You,Sat,1996.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.38,0.0,0.38
5045,Medievil Ii,Ps,1999.0,Action,Sony Computer Entertainment,0.21,0.14,0.0,0.02,0.38
5046,Guitar Hero On Tour: Modern Hits,Ds,2009.0,Misc,Activision,0.13,0.2,0.0,0.04,0.38
5047,Hunter: The Reckoning,Xb,2002.0,Action,Other Publishers,0.28,0.08,0.0,0.01,0.38
5048,Mx Vs. Atv Untamed,Ps2,2007.0,Racing,Thq,0.32,0.01,0.0,0.05,0.38
5049,Rogue Trip: Vacation 2012,Ps,1998.0,Racing,Other Publishers,0.21,0.14,0.0,0.02,0.38
5050,Dai-4-Ji Super Robot Taisen,Snes,1995.0,Strategy,Banpresto,0.0,0.0,0.38,0.0,0.38
5051,Tiger Woods Pga Tour 08,Psp,2007.0,Sports,Electronic Arts,0.14,0.15,0.0,0.09,0.38
5052,Pokemon Channel,Gc,2003.0,Adventure,Nintendo,0.24,0.06,0.07,0.01,0.38
5053,Taiko No Tatsujin Portable Dx,Psp,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.38,0.0,0.38
5054,Etrian Odyssey Iv: Legends Of The Titans,3Ds,2012.0,Role-Playing,Atlus,0.12,0.05,0.2,0.01,0.38
5055,Moto Racer World Tour,Ps,2000.0,Racing,Sony Computer Entertainment,0.21,0.14,0.0,0.02,0.38
5056,Ncaa Final Four 2000,Ps,1999.0,Sports,Other Publishers,0.21,0.14,0.0,0.02,0.38
5057,Scribblenauts: Unlimited,Wiiu,2012.0,Action,Warner Bros. Interactive Entertainment,0.26,0.09,0.0,0.03,0.38
5058,Fifa 17,Ps3,2016.0,Sports,Electronic Arts,0.02,0.29,0.01,0.05,0.38
5059,Saints Row: The Third,Pc,2011.0,Action,Thq,0.16,0.16,0.0,0.06,0.38
5060,Just Dance 2015,Ps4,2014.0,Misc,Ubisoft,0.19,0.13,0.0,0.06,0.38
5061,Madagascar: Escape 2 Africa,Ps2,2008.0,Action,Activision,0.12,0.0,0.0,0.26,0.38
5062,Zhuzhu Pets: Featuring The Wild Bunch,Wii,2010.0,Simulation,Activision,0.32,0.03,0.0,0.03,0.38
5064,Petz Rescue: Wildlife Vet,Ds,2008.0,Simulation,Ubisoft,0.35,0.0,0.0,0.03,0.38
5065,Green Day: Rock Band,Wii,2010.0,Misc,Other Publishers,0.22,0.12,0.0,0.03,0.38
5066,Gravitar,2600,1982.0,Action,Atari,0.35,0.02,0.0,0.0,0.38
5067,Monster Jam: Path Of Destruction,Ds,2010.0,Racing,Activision,0.35,0.0,0.0,0.02,0.38
5068,Toukiden: The Age Of Demons,Psv,2013.0,Action,Tecmo Koei,0.05,0.05,0.25,0.03,0.38
5069,Eyetoy Play 2,Ps2,2004.0,Misc,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.38
5070,Dance Dance Revolution Ultramix 3,Xb,2005.0,Simulation,Konami Digital Entertainment,0.28,0.08,0.0,0.01,0.38
5071,Mobile Suit Gundam: Extreme Vs Full Boost,Ps3,2014.0,Fighting,Namco Bandai Games,0.0,0.0,0.38,0.0,0.38
5072,Wwe Smackdown Vs. Raw 2011,Ps2,2010.0,Fighting,Thq,0.24,0.07,0.0,0.07,0.38
5073,Need For Speed: Hot Pursuit,Pc,2010.0,Racing,Electronic Arts,0.12,0.2,0.0,0.06,0.38
5074,The Legend Of Spyro: A New Beginning,Ds,2006.0,Platform,Vivendi Games,0.34,0.01,0.0,0.03,0.38
5075,Pro Evolution Soccer 2011 3D,3Ds,2011.0,Sports,Konami Digital Entertainment,0.11,0.13,0.11,0.02,0.38
5076,Shin Megami Tensei: Devil Survivor Overclocked,3Ds,2011.0,Role-Playing,Other Publishers,0.28,0.01,0.06,0.02,0.38
5077,Dragon Ball Z: Attack Of The Saiyans,Ds,2009.0,Role-Playing,Namco Bandai Games,0.13,0.02,0.21,0.01,0.38
5078,Marvel Super Hero Squad,Wii,2009.0,Fighting,Thq,0.31,0.03,0.0,0.03,0.38
5079,The House Of The Dead: Overkill - Extended Cut,Ps3,2011.0,Shooter,Sega,0.15,0.17,0.0,0.06,0.38
5081,Harry Potter And The Prisoner Of Azkaban,Gc,2004.0,Action,Electronic Arts,0.29,0.08,0.0,0.01,0.38
5082,Quake 4,X360,2005.0,Shooter,Activision,0.32,0.03,0.0,0.03,0.38
5083,Petz Rescue: Ocean Patrol,Ds,2008.0,Adventure,Ubisoft,0.35,0.0,0.0,0.03,0.37
5084,Solaris,2600,1986.0,Shooter,Atari,0.35,0.02,0.0,0.0,0.37
5085,Puppy Palace,Ds,2008.0,Simulation,Ubisoft,0.35,0.0,0.0,0.03,0.37
5086,Super Dragon Ball Z,Ps2,2006.0,Fighting,Atari,0.09,0.07,0.19,0.02,0.37
5087,Paws & Claws: Pampered Pets,Ds,2009.0,Simulation,Thq,0.35,0.0,0.0,0.03,0.37
5088,Espn: Sports Connection,Wiiu,2012.0,Sports,Ubisoft,0.21,0.12,0.0,0.04,0.37
5089,Alien: Isolation,Ps3,2014.0,Shooter,Sega,0.12,0.19,0.0,0.07,0.37
5090,Naruto Shippuden: Ninja Destiny 2,Ds,2008.0,Fighting,Other Publishers,0.19,0.03,0.13,0.02,0.37
5091,Saw,Ps3,2009.0,Action,Konami Digital Entertainment,0.13,0.17,0.0,0.07,0.37
